assembly_accession	tax_id	tax_name	superkingdom	kingdom	phylum	class	order	family	genus	species
GCA_000635175.1	1471513	Prochlorococcus sp. scB245a_519E23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635195.1	1471515	Prochlorococcus sp. scB245a_519L21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635215.1	1471526	Prochlorococcus sp. scB245a_521C8	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635235.1	1471527	Prochlorococcus sp. scB245a_521K15	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635255.1	1471531	Prochlorococcus sp. scB245a_521O20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635275.1	1471440	Prochlorococcus sp. scB241_526D20	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635295.1	1471446	Prochlorococcus sp. scB241_527G5	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635315.1	1471447	Prochlorococcus sp. scB241_527I9	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635335.1	1471449	Prochlorococcus sp. scB241_527L16	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635355.1	1471450	Prochlorococcus sp. scB241_527L22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635375.1	1471452	Prochlorococcus sp. scB241_527P5	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635395.1	1471461	Prochlorococcus sp. scB241_528P18	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635415.1	1471462	Prochlorococcus sp. scB241_529B19	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635435.1	1471465	Prochlorococcus sp. scB241_529J11	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635455.1	1471467	Prochlorococcus sp. scB241_529J16	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635475.1	1471468	Prochlorococcus sp. scB241_529O19	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635495.1	1471472	Prochlorococcus sp. scB243_495K23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635515.1	1471475	Prochlorococcus sp. scB243_495N3	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635535.1	1471481	Prochlorococcus sp. scB243_496M6	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635555.1	1471482	Prochlorococcus sp. scB243_496N4	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635575.1	1471483	Prochlorococcus sp. scB243_497E17	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635595.1	1471489	Prochlorococcus sp. scB243_498B23	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635615.1	1471491	Prochlorococcus sp. scB243_498F21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635635.1	1471492	Prochlorococcus sp. scB243_498G3	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635655.1	1471496	Prochlorococcus sp. scB243_498M14	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635675.1	1471499	Prochlorococcus sp. scB243_498P15	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635695.1	1471500	Prochlorococcus sp. scB243_498P3	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635715.1	1471505	Prochlorococcus sp. scB245a_518I6	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635735.1	1471512	Prochlorococcus sp. scB245a_519D13	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635755.1	1471514	Prochlorococcus sp. scB245a_519G16	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635775.1	1471516	Prochlorococcus sp. scB245a_519O11	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635795.1	1471520	Prochlorococcus sp. scB245a_520E22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635815.1	1471521	Prochlorococcus sp. scB245a_520F22	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635835.1	1471525	Prochlorococcus sp. scB245a_521B10	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635855.1	1471528	Prochlorococcus sp. scB245a_521M10	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000635875.1	1471530	Prochlorococcus sp. scB245a_521N5	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000708525.1	1496688	Cyanobium sp. CACIAM 14	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Cyanobium	NA
GCA_000710505.1	388467	Planktothrix agardhii NIVA-CYA 126/8	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothrix	Planktothrix agardhii
GCA_000715475.1	490193	Synechococcus sp. NKBG042902	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_000733415.1	1487953	[Leptolyngbya] sp. JSC-1	Bacteria	NA	Cyanobacteriota	NA	NA	NA	NA	NA
GCA_000734895.2	1337936	Calothrix sp. 336/3	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Calotrichaceae	Calothrix	NA
GCA_000737535.1	1280380	Synechococcus sp. KORDI-100	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_000737575.1	585423	Synechococcus sp. KORDI-49	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_000737595.1	585425	Synechococcus sp. KORDI-52	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_000737945.1	1527444	Candidatus Atelocyanobacterium thalassa isolate SIO64986	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Candidatus Atelocyanobacterium	Candidatus Atelocyanobacterium thalassa
GCA_000756305.1	1541065	Myxosarcina sp. GI1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pleurocapsales	Hyellaceae	Myxosarcina	NA
GCA_000757845.1	1501268	Prochlorococcus sp. MIT 0604	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000757865.1	1501269	Prochlorococcus sp. MIT 0801	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000759855.1	59921	Prochlorococcus marinus str. MIT 9107	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000759865.1	167544	Prochlorococcus marinus str. MIT 9116	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000759875.1	190047	Prochlorococcus marinus str. EQPAC1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000759885.1	59925	Prochlorococcus marinus str. GP2	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000759935.1	167545	Prochlorococcus marinus str. MIT 9123	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000759955.1	93057	Prochlorococcus marinus str. MIT 9201	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000759975.1	74545	Prochlorococcus marinus str. MIT 9302	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760015.1	167547	Prochlorococcus marinus str. MIT 9311	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760035.1	167548	Prochlorococcus marinus str. MIT 9314	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760055.1	167549	Prochlorococcus marinus str. MIT 9321	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760075.1	167550	Prochlorococcus marinus str. MIT 9322	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760095.1	167551	Prochlorococcus marinus str. MIT 9401	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760115.1	59926	Prochlorococcus marinus str. SB	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760155.1	167556	Prochlorococcus marinus str. LG	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760175.1	1499498	Prochlorococcus sp. MIT 0601	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000760195.1	1499499	Prochlorococcus sp. MIT 0602	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000760215.1	1499500	Prochlorococcus sp. MIT 0603	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000760235.1	59924	Prochlorococcus marinus str. PAC1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760255.1	167552	Prochlorococcus marinus str. SS2	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760275.1	167553	Prochlorococcus marinus str. SS35	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760295.1	1499502	Prochlorococcus sp. MIT 0701	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000760315.1	1499503	Prochlorococcus sp. MIT 0702	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000760335.1	1499504	Prochlorococcus sp. MIT 0703	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000760355.1	167554	Prochlorococcus marinus str. SS51	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	Prochlorococcus marinus
GCA_000760375.1	1499501	Prochlorococcus sp. SS52	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_000760695.4	1479485	Tolypothrix bouteillei VB521301	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Tolypothrix	Tolypothrix bouteillei
GCA_000763385.1	1229172	Leptolyngbya sp. KIOST-1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	NA
GCA_000775285.1	1497020	Neosynechococcus sphagnicola sy1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Neosynechococcus	Neosynechococcus sphagnicola
GCA_000787675.1	449439	Microcystis aeruginosa NIES-44	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCA_000789435.1	1532906	Aphanizomenon flos-aquae 2012/KM1/D3	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Aphanizomenon	Aphanizomenon flos-aquae
GCA_000817325.1	1350461	Synechococcus elongatus UTEX 2973	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus elongatus
GCA_000817735.3	1245923	Scytonema millei VB511283	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonemataceae	Scytonema	Scytonema millei
GCA_000817775.3	1574623	Lyngbya confervoides BDU141951	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Lyngbya	Lyngbya confervoides
GCA_000817785.2	1304833	Hassallia byssoidea VB512170	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Hassalia	Hassalia byssoidea
GCA_000828075.3	1245935	Tolypothrix campylonemoides VB511288	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Tolypothrichaceae	Tolypothrix	Tolypothrix campylonemoides
GCA_000828085.3	1233231	Scytonema tolypothrichoides VB-61278	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Scytonemataceae	Scytonema	Scytonema tolypothrichoides
GCA_000829235.1	1228987	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	Bacteria	NA	Cyanobacteriota	NA	NA	NA	NA	cyanobacterium endosymbiont of Epithemia turgida
GCA_000952155.1	1618023	Aliterella atlantica CENA595	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcidiopsidales	Aliterellaceae	Aliterella	Aliterella atlantica
GCA_000963755.2	1045866	Trichodesmium erythraeum 21-75	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Trichodesmium	Trichodesmium erythraeum
GCA_000972705.2	1637645	Limnoraphis robusta CS-951	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	Limnoraphis	Limnoraphis robusta
GCA_000973065.1	376219	Limnospira indica PCC 8005	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Sirenicapillariaceae	Limnospira	Limnospira indica
GCA_000974245.1	1640536	Arthrospira sp. TJSD091	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Arthrospira	NA
GCA_000981785.2	1641812	Microcystis aeruginosa NIES-2549	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCA_000987385.1	1045877	Trichodesmium thiebautii H9-4	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Trichodesmium	Trichodesmium thiebautii
GCA_001007625.1	1608213	Candidatus Synechococcus spongiarum 142	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Candidatus Synechococcus spongiarum
GCA_001007635.1	1608419	Candidatus Synechococcus spongiarum 15L	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Candidatus Synechococcus spongiarum
GCA_001007665.1	1604020	Candidatus Synechococcus spongiarum SP3	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	Candidatus Synechococcus spongiarum
GCA_001039265.1	1662190	Synechococcus sp. GFB01	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_001039555.1	423474	Crocosphaera watsonii WH 8502	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii
GCA_001039615.1	555881	Crocosphaera watsonii WH 0401	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii
GCA_001039635.1	1284629	Crocosphaera watsonii WH 0402	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii
GCA_001040845.1	32052	Synechococcus sp. WH 8020	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_001050835.1	423472	Crocosphaera watsonii WH 0005	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Aphanothecaceae	Crocosphaera	Crocosphaera watsonii
GCA_001180245.1	1219	Prochlorococcus marinus	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_001180265.1	1219	Prochlorococcus marinus	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_001180285.1	1219	Prochlorococcus marinus	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_001180305.1	1219	Prochlorococcus marinus	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_001180325.1	1219	Prochlorococcus marinus	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_001182765.1	29410	Synechococcus sp. WH 8103	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_001264245.1	1638788	Microcystis panniformis FACHB-1757	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis panniformis
GCA_001275395.1	1704290	Hapalosiphon sp. MRB220	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Hapalosiphon	NA
GCA_001276715.1	1705388	Planktothricoides sp. SR001	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Planktothricoides	NA
GCA_001277295.1	1647413	Anabaena sp. WA102	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	NA
GCA_001298445.1	224013	Nostoc piscinale CENA21	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	Nostoc piscinale
GCA_001314865.1	1666911	Phormidesmis priestleyi Ana	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Phormidesmis	Phormidesmis priestleyi
GCA_001314905.1	1666905	Phormidium sp. OSCR	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Oscillatoriaceae	Phormidium	NA
GCA_001318385.1	1148	Synechocystis sp. PCC 6803	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Merismopediaceae	Synechocystis	NA
GCA_001402795.1	1681830	Pseudanabaena sp. 'Roaring Creek'	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Pseudanabaenaceae	Pseudanabaena	NA
GCA_001432185.1	1747196	Cylindrospermopsis sp. CR12	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	NA
GCA_001438415.1	1655601	cyanobacterium BACL30 MAG-120619-bin27	Bacteria	NA	Cyanobacteriota	NA	NA	NA	NA	NA
GCA_001456025.1	371196	Mastigocoleus testarum BC008	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Mastigocoleus	Mastigocoleus testarum
GCA_001458455.1	75695	Umezakia ovalisporum	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Umezakia	NA
GCA_001482745.2	1751289	Oscillatoriales cyanobacterium MTP1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	NA	NA	NA
GCA_001485215.1	1552121	Leptolyngbya sp. NIES-2104	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	NA
GCA_001521855.1	374982	Synechococcus sp. PCC 73109	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_001548095.1	1615909	Geminocystis sp. NIES-3708	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Geminocystis	NA
GCA_001548115.1	1617448	Geminocystis sp. NIES-3709	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Chroococcaceae	Geminocystis	NA
GCA_001548375.1	1751286	Nostoc sp. NIES-3756	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Nostoc	NA
GCA_001548395.1	1080068	Leptolyngbya sp. O-77	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	NA
GCA_001548435.1	1752064	Leptolyngbya sp. NIES-3755	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Pseudanabaenales	Leptolyngbyaceae	Leptolyngbya	NA
GCA_001548455.1	1752063	Fischerella sp. NIES-3754	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Hapalosiphonaceae	Fischerella	NA
GCA_001578075.1	449441	Microcystis aeruginosa NIES-88	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Chroococcales	Microcystaceae	Microcystis	Microcystis aeruginosa
GCA_001586755.1	1810942	Cylindrospermopsis raciborskii ITEP-A1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Cylindrospermopsis	Cylindrospermopsis raciborskii
GCA_001586785.2	1810943	Sphaerospermopsis aphanizomenoides BCCUSP55	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Sphaerospermopsis	Sphaerospermopsis aphanizomenoides
GCA_001593825.2	1803587	Aphanizomenon flos-aquae UKL13-PB	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Aphanizomenon	Aphanizomenon flos-aquae
GCA_001597745.1	1811979	Anabaena sp. 4-3	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	NA
GCA_001597855.1	52271	Anabaena sp. CA = ATCC 33047	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Nostocaceae	Anabaena	NA
GCA_001611905.1	1738638	Arthrospira platensis YZ	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Oscillatoriales	Microcoleaceae	Arthrospira	Arthrospira platensis
GCA_001623485.1	1819295	Nodularia spumigena CENA596	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Nostocales	Aphanizomenonaceae	Nodularia	Nodularia spumigena
GCA_001627435.1	1811564	Prochlorococcus sp. REDSEA-S23_B1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_001627445.1	1811563	Prochlorococcus sp. REDSEA-S22_B1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_001627475.1	1811565	Prochlorococcus sp. REDSEA-S28_B1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_001627525.1	1811562	Prochlorococcus sp. REDSEA-S17_B1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Prochlorococcaceae	Prochlorococcus	NA
GCA_001628295.1	1811575	Synechococcus sp. REDSEA-S01_B1	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_001628325.1	1811576	Synechococcus sp. REDSEA-S02_B4	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
GCA_001631935.1	1801630	Synechococcus sp. MIT S9509	Bacteria	NA	Cyanobacteriota	Cyanophyceae	Synechococcales	Synechococcaceae	Synechococcus	NA
